ID,Name,Department,GEO,Role,Rising_Star,Will_Relocate,Critical,Trending Perf,Talent_Level,Percent_Remote,EMP_Sat_OnPrem_1,EMP_Sat_Remote_1,EMP_Engagement_1,last_evaluation,number_project,average_montly_hours,time_spend_company,left_Company,promotion_last_5years,salary,Gender,Emp_Work_Status2,Emp_Identity,Emp_Role,Emp_Position,Emp_Title,Emp_Satisfaction,Emp_Competitive_1,Emp_Collaborative_1
10784,ZACK,Sales,Korea,Level 2-4,5,1,1,10,9,0.8,9,8,4,8,5,249,8,0,1,low,M,9,8,8,7,6,8,6,7
10785,WATERHOUSE,Finance,China,Level 2-4,5,0,1,9,9,0.8,8,10,4,10,3,220,10,0,1,medium,F,7,8,9,9,6,8,7,7
10786,VEREEN,Human Resources,Korea,Level 2-4,5,1,1,8,8,0.8,7,8,5,10,4,189,8,0,1,low,F,9,10,8,10,6,9,8,10
10787,VANLANDINGHAM,IT,Colombia,Level 2-4,5,1,1,7,10,0.8,6,7,5,9,5,237,8,0,0,low,M,9,8,9,8,3,7,8,9
10788,UHL,Warehouse,US,Level 2-4,5,0,1,10,8,0.8,6,8,5,10,4,247,9,0,1,high,F,7,7,7,8,3,6,9,7
10789,STRAWSER,Operations,France,Level 2-4,5,1,1,8,10,0.8,7,10,4,10,3,250,8,0,1,medium,M,9,9,7,10,3,8,7,10
10790,SHOTWELL,Sales,UK,Level 2-4,5,0,1,9,10,0.8,7,8,3,9,4,207,9,0,1,low,F,10,10,8,7,4,8,9,10
10791,SEVERANCE,IT,Colombia,Level 2-4,5,0,1,9,10,0.8,9,7,5,10,4,201,8,0,1,low,M,7,10,10,7,4,8,8,9
10792,SELTZER,Human Resources,UK,Level 2-4,5,0,1,8,9,0.8,8,9,3,10,4,142,9,0,1,low,M,7,9,10,10,5,8,6,7
10793,SCHOONMAKER,IT,Turkey,Level 2-4,5,1,1,9,9,0.8,7,10,3,9,3,207,9,0,1,low,M,7,10,9,9,3,8,7,8
10794,SCHOCK,Warehouse,UK,Level 1,5,0,1,7,10,0.8,9,7,3,9,3,214,5,0,1,high,F,8,8,10,10,6,8,8,10
10795,SCHAUB,Operations,Korea,Level 1,5,1,1,9,8,0.8,9,8,3,9,4,134,3,0,1,medium,M,9,7,8,10,4,8,7,10
10796,SCHAFFNER,Sales,China,Level 1,5,1,1,10,9,0.8,9,10,3,8,3,178,5,0,1,medium,F,8,7,9,8,3,7,6,8
10797,ROEDER,Finance,Colombia,Level 1,5,0,1,10,10,0.8,9,8,5,10,4,186,6,0,1,low,M,9,8,7,10,6,8,8,10
10798,RODRIGEZ,Support,China,Level 1,5,1,1,9,10,0.8,9,7,5,9,4,250,6,0,1,low,M,7,7,8,7,8,7,3,9
10799,RIFFE,IT,Colombia,Level 1,5,0,1,7,9,0.8,7,9,3,8,4,172,4,0,1,medium,F,10,8,9,8,6,8,7,8
10800,RHINE,Warehouse,Korea,Level 1,5,1,1,7,9,0.8,9,7,5,9,3,265,8,0,0,low,M,9,10,8,8,2,7,8,9
10801,RASBERRY,Operations,Australia,Level 1,5,0,1,7,8,0.8,6,8,4,10,3,158,5,0,0,medium,M,10,8,10,7,2,7,7,8
10802,RANCOURT,Sales,UK,Level 1,5,0,1,10,9,0.8,9,9,5,10,3,180,6,0,1,medium,M,8,7,8,7,2,6,9,7
10803,RAILEY,Finance,Japan,Level 1,5,0,1,10,10,0.8,8,10,3,9,4,173,7,0,1,high,F,10,7,8,8,5,8,6,7
10804,QUADE,IT,UK,Level 1,5,0,1,9,8,0.8,6,7,3,8,3,153,6,0,1,medium,M,9,10,10,8,5,8,9,9
10805,PURSLEY,IT,France,Level 1,5,1,1,7,10,0.8,8,8,3,9,4,182,4,0,1,high,F,7,10,8,8,5,8,6,9
10806,PROUTY,Warehouse,UK,Level 1,5,0,1,9,10,0.8,6,7,3,10,3,192,6,0,1,low,F,10,9,9,7,6,8,6,7
10807,PERDOMO,Operations,China,Level 1,5,1,1,9,9,0.8,8,10,4,10,6,285,3,0,1,medium,M,10,8,8,9,4,8,9,9
10808,OXLEY,Sales,Japan,Level 1,5,0,1,8,10,0.8,6,9,4,10,3,151,3,0,1,low,F,7,7,8,10,5,7,8,8
10809,OSTERMAN,Finance,UK,Level 1,5,1,1,10,9,0.8,6,10,5,10,3,242,4,0,1,low,F,10,8,10,7,5,8,6,9
10810,NICKENS,IT,Turkey,Level 1,5,0,1,10,8,0.8,8,9,3,9,3,237,4,0,1,medium,F,8,8,7,10,6,8,9,8
10811,MURPHREE,IT,Australia,Level 1,5,0,1,10,8,0.8,9,7,5,9,5,259,4,1,0,low,F,6,9,6,8,4,7,2,5
10812,MOUNTS,Warehouse,Korea,Level 1,5,1,1,8,8,0.8,6,7,5,9,4,249,7,1,1,low,M,10,8,7,7,1,7,7,9
10813,MONTE,Operations,China,Level 1,5,0,1,7,9,0.8,8,9,4,9,6,289,8,0,1,high,F,7,9,7,9,6,8,8,7
10814,MERIDA,Sales,France,Level 1,5,0,1,9,8,0.8,6,8,5,10,6,308,5,1,0,medium,F,8,9,6,7,6,7,1,3
10815,MAUS,Finance,China,Level 1,5,0,1,8,8,0.8,7,7,4,8,6,297,3,1,0,medium,M,8,8,8,7,1,6,7,7
10816,MATTERN,Support,US,Level 1,5,0,1,7,9,0.8,9,10,3,7,4,255,7,1,1,low,F,9,7,8,8,6,8,1,4
10817,MASSE,IT,Japan,Level 1,5,1,1,7,9,0.8,9,10,3,10,6,266,7,1,1,low,M,3,9,7,8,1,6,2,3
10818,MARTINELLI,Warehouse,UK,Level 1,5,1,1,7,10,0.8,7,10,5,7,7,302,6,1,0,low,M,3,6,10,6,5,6,2,2
10819,MANGAN,Operations,Korea,Level 1,5,1,1,10,8,0.8,7,9,3,9,4,223,8,1,0,low,F,6,7,6,8,3,6,2,5
10820,LUTES,Sales,Turkey,Level 1,5,1,1,10,9,0.8,9,9,5,9,6,261,6,1,1,low,F,6,8,9,7,4,7,1,5
10821,LUDWICK,Finance,UK,Level 1,5,0,1,8,10,0.8,6,7,3,8,4,273,6,1,1,low,M,3,8,7,6,2,5,1,3
10822,LONEY,Support,Korea,Level 1,5,0,1,8,8,0.8,9,9,5,10,6,260,3,1,0,low,M,10,7,8,9,1,7,10,8
10823,LAUREANO,IT,Colombia,Level 1,5,0,1,7,8,0.8,6,9,5,9,5,266,6,1,1,low,F,9,9,9,9,6,8,2,3
10824,LASATER,Warehouse,Colombia,VP,1,0,0,5,2,0.8,4,4,1,5,2,164,19,1,0,low,M,3,2,4,3,4,3,1,1
10825,KNIGHTEN,Operations,France,Senior Director,1,1,0,1,1,0.8,5,5,2,5,5,240,15,1,0,medium,F,3,2,2,2,2,2,2,4
10826,KISSINGER,Sales,Turkey,Senior Director,1,1,0,6,2,0.8,3,4,2,3,6,305,16,1,0,medium,F,3,2,1,2,1,2,1,4
10827,KIMSEY,Finance,Japan,Senior Director,1,1,0,5,2,0.8,6,5,2,5,5,248,16,1,0,low,F,4,1,1,2,2,2,2,5
10828,KESSINGER,Human Resources,US,Director,1,0,0,1,2,0.8,3,6,1,3,7,279,17,1,0,medium,M,3,1,2,2,2,2,2,1
10829,HONEA,IT,Colombia,Director,1,0,0,3,2,0.8,4,6,2,5,5,244,18,1,0,low,F,4,2,1,2,1,2,1,3
10830,HOLLINGSHEAD,Warehouse,France,Director,1,0,0,1,2,0.8,5,5,1,3,5,267,19,1,0,low,M,4,1,2,2,1,2,1,5
10831,HOCKETT,Operations,US,Director,1,0,0,2,1,0.8,5,6,2,3,7,275,15,1,0,medium,M,1,1,1,1,1,1,2,1
10832,HEYER,Sales,Turkey,Director,1,0,0,1,1,0.8,3,5,2,3,5,168,19,1,0,low,F,1,3,3,3,3,3,2,4
10833,HERON,Finance,Colombia,Director,1,1,0,3,2,0.8,2,4,2,5,5,249,20,0,0,low,M,2,2,4,2,2,2,4,3
10834,GURROLA,Human Resources,US,Senior Manager,1,1,0,5,1,0.8,5,6,1,3,3,220,13,0,0,medium,M,2,2,4,2,3,3,2,1
10835,GOVE,IT,Japan,Senior Manager,1,0,0,3,2,0.8,2,6,2,4,4,189,13,1,0,low,M,4,2,2,3,2,3,3,4
10836,GLASSCOCK,Warehouse,Turkey,Senior Manager,1,1,0,4,2,0.8,2,4,1,5,5,237,13,0,0,low,F,2,2,3,2,2,2,2,5
10837,GILLETT,Operations,Japan,Senior Manager,1,1,0,6,1,0.8,6,4,2,5,4,247,18,0,0,high,F,3,2,3,2,3,3,4,1
10838,GALAN,Sales,Turkey,Senior Manager,1,0,0,5,1,0.8,5,4,2,3,3,250,13,0,0,medium,M,3,2,2,4,2,3,2,3
10839,FEATHERSTONE,Finance,Korea,Senior Manager,1,0,0,2,2,0.8,2,4,1,3,4,207,16,1,0,low,F,3,4,3,2,3,3,4,5
10840,ECKHARDT,Human Resources,Turkey,Senior Manager,1,1,0,5,2,0.8,5,6,2,3,4,201,15,1,0,low,F,5,4,2,2,2,3,4,1
10841,DURON,IT,Turkey,Senior Manager,1,0,0,5,1,0.8,5,5,1,4,4,142,17,1,0,low,M,5,2,2,3,2,3,4,4
10842,DUNSON,Warehouse,Japan,Senior Manager,1,1,0,6,1,0.8,3,4,1,3,3,207,16,1,0,low,M,4,2,4,3,2,3,3,5
10843,DASHER,Operations,US,Senior Manager,1,1,0,5,1,0.8,5,5,1,3,3,214,17,0,0,high,F,2,2,3,3,2,2,2,1
10844,CULBRETH,Sales,US,Senior Manager,1,1,0,3,1,0.8,6,5,2,3,4,134,17,0,0,medium,M,5,4,4,3,4,4,4,4
10845,COWDEN,Finance,Australia,Senior Manager,1,0,0,1,2,0.8,2,6,1,4,3,178,14,0,0,medium,M,3,2,3,2,2,2,4,4
10846,COWANS,Human Resources,Japan,Manager,4,0,1,9,8,0.8,9,8,5,7,4,186,11,0,1,low,M,7,10,9,10,2,8,9,9
10847,CLAYPOOLE,IT,Australia,Manager,4,0,1,7,7,0.8,7,7,3,7,4,250,10,0,1,low,M,8,8,9,8,10,9,3,10
10848,CHURCHWELL,Warehouse,Colombia,Manager,4,0,1,7,7,0.8,6,9,4,7,4,172,11,0,1,medium,F,9,7,10,8,2,7,8,9
10849,CHABOT,Operations,Turkey,Manager,4,1,1,10,8,0.8,9,7,5,9,3,265,12,0,0,low,M,8,8,10,8,3,7,7,8
10850,CAVINESS,Sales,UK,Manager,4,0,1,7,8,0.8,6,10,3,7,3,158,14,0,1,medium,F,9,8,7,9,3,7,8,8
10851,CATER,Finance,Australia,Manager,4,1,1,7,7,0.8,6,7,3,8,3,180,13,0,0,medium,F,7,10,7,7,5,7,8,7
10852,CASTON,Human Resources,Turkey,Manager,4,1,1,8,7,0.8,9,10,3,7,4,173,10,0,1,high,M,8,8,7,9,4,7,6,9
10853,CALLAN,IT,Colombia,Manager,4,0,1,10,8,0.8,9,9,3,9,3,153,12,0,1,medium,F,8,7,10,10,3,8,9,7
10854,BYINGTON,Warehouse,US,Manager,4,1,1,8,8,0.8,7,9,2,7,4,182,12,0,1,high,F,8,9,10,9,3,8,7,9
10855,BURKEY,Operations,France,Manager,4,0,1,7,8,0.8,8,8,4,8,3,192,10,0,1,low,F,9,8,8,10,2,7,7,7
10856,BODEN,Sales,China,Manager,4,0,1,9,8,0.8,8,9,3,9,6,285,12,0,1,medium,M,7,10,10,8,4,8,7,10
10857,BECKFORD,Finance,UK,Manager,4,0,1,7,8,0.8,7,10,4,8,3,151,12,0,1,low,M,10,9,10,7,4,8,7,9
10858,ATWATER,Human Resources,China,Manager,4,0,1,7,7,0.8,7,9,3,7,3,242,13,0,1,low,M,7,7,7,9,4,7,8,7
10859,ARMS,IT,UK,Manager,4,0,1,9,7,0.8,6,9,5,7,3,237,11,0,1,medium,F,10,10,9,7,3,8,8,8
10860,ARCHAMBAULT,Warehouse,Turkey,Manager,4,0,1,7,7,0.8,7,10,4,7,5,259,13,1,0,low,M,10,9,8,9,1,7,7,7
10861,ALVEY,Operations,France,Manager,4,1,1,10,7,0.8,7,7,3,9,4,249,14,1,0,low,F,9,8,6,6,4,7,1,5
10862,ALSUP,Sales,France,Manager,4,1,1,10,8,0.8,6,10,4,10,6,289,11,0,1,high,F,10,9,10,10,3,8,7,8
10863,YON,Finance,Australia,Manager,4,1,1,10,7,0.8,7,7,3,8,6,308,10,1,1,medium,M,7,8,8,9,10,8,7,6
10864,WHISENANT,IT,Colombia,Manager,4,1,1,8,7,0.8,6,8,4,7,6,297,14,1,1,medium,M,10,7,8,7,1,7,7,7
10865,WEESE,IT,China,Manager,4,1,1,9,7,0.8,6,9,4,10,4,255,13,1,0,low,M,7,8,7,7,1,6,8,7
10866,VOYLES,Warehouse,France,Manager,4,1,1,10,7,0.8,6,8,4,7,6,266,13,1,0,low,F,6,9,6,8,6,7,1,2
10867,VERRET,Operations,Australia,Manager,4,0,1,7,7,0.8,9,9,4,8,7,302,10,1,1,low,M,8,8,7,9,1,7,10,6
10868,TSANG,Sales,US,Level 2-4,5,1,1,9,8,0.8,7,8,3,10,4,223,9,1,0,medium,M,8,7,8,9,1,7,10,6
10869,TESSIER,IT,UK,Level 2-4,5,0,1,9,8,0.8,7,9,5,9,6,261,10,1,1,low,F,10,8,9,7,5,8,2,4
10870,SWEITZER,Human Resources,Australia,Level 2-4,5,1,1,9,9,0.8,8,9,4,10,4,273,7,1,1,low,F,8,8,8,8,3,7,1,1
10871,SHERWIN,IT,Turkey,Level 2-4,5,0,1,9,10,0.8,9,10,3,9,6,260,8,1,1,low,F,7,8,9,8,3,7,2,4
10872,SHAUGHNESSY,Warehouse,France,Level 2-4,5,0,1,8,8,0.8,7,8,5,10,5,266,9,1,1,low,F,10,9,7,6,3,7,1,4
10873,REVIS,Operations,UK,Level 2-4,5,1,1,10,10,0.8,9,7,5,8,2,164,9,1,0,low,M,3,5,10,6,4,6,2,1
10874,REMY,Sales,China,Level 2-4,5,0,1,10,9,0.8,9,8,5,9,5,240,9,1,1,low,F,7,9,8,8,3,7,1,3
10875,PRINE,IT,Australia,Level 2-4,5,0,1,7,10,0.8,6,10,5,10,6,305,7,1,1,low,F,8,8,7,6,5,7,1,3
10876,PHILPOTT,Human Resources,UK,Level 2-4,5,1,1,10,9,0.8,8,9,5,8,5,248,8,1,0,low,M,3,9,10,7,5,7,2,3
10877,PEAVY,IT,Japan,Level 2-4,5,1,1,7,10,0.8,6,9,5,10,7,279,8,1,1,medium,M,1,6,7,7,3,5,1,5
10878,PAYNTER,Warehouse,Korea,Level 2-4,5,0,1,7,8,0.8,8,8,5,8,5,244,9,1,0,low,M,7,8,8,7,1,6,9,8
10879,PARMENTER,Operations,UK,Level 2-4,5,0,1,9,9,0.8,8,8,4,9,5,237,9,1,0,medium,F,7,7,7,6,5,6,2,1
10880,OVALLE,Sales,China,Level 2-4,5,1,1,9,8,0.8,6,8,4,9,4,251,8,1,0,low,F,8,8,6,6,5,7,2,1
10881,OFFUTT,IT,China,Level 2-4,5,1,1,9,9,0.8,6,8,3,10,4,247,9,1,0,low,F,8,9,7,6,6,7,2,5
10882,NIGHTINGALE,Human Resources,Turkey,Level 2-4,5,0,1,7,8,0.8,7,8,4,9,5,262,8,1,0,medium,F,7,9,9,7,3,7,1,5
10883,NEWLIN,IT,Australia,Level 2-4,5,0,1,9,10,0.8,7,10,4,10,5,223,10,1,0,low,M,3,5,9,6,1,5,2,5
10884,NAKANO,Warehouse,UK,Level 2-4,5,1,1,8,9,0.8,7,10,3,8,5,275,8,1,0,low,F,10,7,6,9,3,7,1,4
10885,MYATT,Operations,UK,Level 2-4,5,1,1,7,9,0.8,9,8,4,7,6,139,9,1,1,low,F,7,8,6,8,6,7,2,3
10886,MUTH,Sales,Japan,Level 2-4,5,0,1,7,9,0.8,6,7,3,8,4,245,9,1,0,low,F,8,7,8,7,4,7,1,3
10887,MOHAN,Finance,Turkey,Level 2-4,5,1,1,9,10,0.8,6,7,3,10,6,278,8,0,1,high,F,9,9,9,10,6,9,7,10
10888,MCMILLON,Human Resources,UK,Level 2-4,5,0,1,7,8,0.8,7,9,3,7,5,243,9,1,1,low,M,8,7,7,8,1,6,9,8
10889,MCCARLEY,IT,US,Level 2-4,5,0,1,7,8,0.8,8,9,4,10,7,309,9,1,1,low,F,7,9,9,7,3,7,2,3
10890,MCCALEB,Warehouse,Japan,Level 2-4,5,1,1,10,10,0.8,6,7,5,10,6,279,9,1,1,low,M,2,5,9,7,5,6,2,4
10891,MAXSON,Operations,US,Level 2-4,5,1,1,8,8,0.8,7,8,5,9,6,247,9,1,0,medium,M,7,9,9,8,1,7,7,7
10892,MARINELLI,Sales,UK,Level 2-4,5,0,1,9,8,0.8,9,8,5,10,5,235,10,1,1,low,F,10,7,9,6,6,8,2,4
10893,MALEY,IT,Japan,Level 2-4,5,0,1,10,9,0.8,7,9,5,10,5,268,8,1,1,low,F,9,7,9,7,6,8,2,2
10894,MACY,Human Resources,Colombia,Level 2-4,5,1,1,7,9,0.8,6,10,3,7,6,309,9,1,1,medium,M,3,7,10,7,4,6,1,2
10895,LISTON,IT,China,Level 2-4,5,0,1,10,10,0.8,7,10,4,9,6,308,7,1,0,low,M,1,8,10,8,4,6,2,4
10896,LETENDRE,Warehouse,Australia,Level 2-4,5,0,1,8,10,0.8,7,9,3,10,5,237,8,0,1,high,F,9,10,8,9,4,8,9,7
10897,KAIN,Operations,Colombia,Level 2-4,5,1,1,8,9,0.8,8,8,3,10,6,291,8,1,0,low,M,3,6,7,6,2,5,2,2
10898,HUNTSMAN,Sales,China,Level 2-4,5,1,1,7,10,0.8,7,7,5,9,4,264,8,1,0,low,F,7,8,6,8,3,6,2,1
10899,HIRST,IT,France,Level 2-4,5,0,1,10,9,0.8,9,7,4,10,2,212,9,1,1,low,F,9,7,6,7,4,7,1,1
10900,HAGERTY,Human Resources,Japan,Level 2-4,5,0,1,9,9,0.8,9,8,5,10,4,196,9,1,1,low,M,3,7,7,8,4,6,2,2
10901,GULLEDGE,IT,UK,Level 2-4,5,0,1,10,8,0.8,9,7,5,9,5,260,8,1,0,low,F,6,7,7,6,5,6,2,1
10902,GREENWAY,Warehouse,Japan,Level 2-4,5,0,1,8,10,0.8,6,8,4,8,6,266,7,1,1,low,F,10,7,6,7,4,7,2,1
10903,GRAJEDA,Operations,Colombia,Level 2-4,5,1,1,10,10,0.8,9,10,3,10,5,254,9,0,1,high,M,9,10,9,9,5,8,6,10
10904,GORTON,Sales,Turkey,Level 2-4,5,0,1,10,10,0.8,9,10,4,10,5,249,8,1,1,low,F,8,7,7,7,3,6,2,4
10905,GOINES,Finance,Korea,Level 2-4,5,1,1,10,8,0.8,7,8,3,8,6,279,7,1,0,medium,M,5,2,2,1,2,2,2,1
10906,GITTENS,Human Resources,Colombia,Level 2-4,5,1,1,9,8,0.8,9,7,5,8,6,306,9,0,0,high,F,9,7,10,7,2,7,9,10
10907,FREDERICKSON,IT,Korea,Level 2-4,5,1,1,7,8,0.8,9,8,3,8,4,249,9,1,0,medium,M,5,1,1,1,1,2,1,4
10908,FANELLI,Warehouse,China,Level 2-4,5,1,1,7,9,0.8,7,7,4,7,6,297,9,1,0,low,F,7,9,9,8,3,7,1,3
10909,EMBREE,Operations,Turkey,Level 2-4,5,1,1,9,9,0.8,7,7,5,8,6,273,9,1,1,low,M,2,8,10,6,1,5,1,4
10910,EICHELBERGER,Sales,Korea,Level 2-4,5,1,1,8,10,0.8,6,9,3,10,6,299,8,1,1,low,F,7,8,7,6,4,6,1,3
10911,DUNKIN,Finance,Australia,Level 2-4,5,0,1,7,9,0.8,6,9,5,9,5,240,8,1,1,medium,M,1,6,7,6,3,5,2,5
10912,DULL,Human Resources,Korea,Level 2-4,5,1,1,10,10,0.8,6,10,3,9,5,260,7,1,0,low,F,9,9,7,8,4,7,1,4
10913,DIXSON,IT,Japan,Level 2-4,5,1,1,7,10,0.8,8,7,3,9,5,251,9,1,1,low,F,9,8,7,9,6,8,1,2
10914,DILLOW,Warehouse,Japan,Level 2-4,5,0,1,9,8,0.8,9,7,5,8,5,256,8,1,0,medium,M,5,2,2,1,1,2,2,3
10915,DEFELICE,Operations,China,Level 2-4,5,1,1,10,10,0.8,8,8,4,10,5,226,7,1,0,medium,M,1,8,7,7,3,5,2,4
10916,CHUMLEY,Sales,Japan,Level 2-4,5,1,1,7,9,0.8,9,7,4,10,5,262,8,1,1,low,F,8,7,6,6,4,6,2,1
10917,BURLEIGH,IT,Colombia,Level 2-4,5,0,1,10,9,0.8,7,9,4,10,7,261,8,1,1,low,M,3,6,10,7,3,6,2,2
10918,BORKOWSKI,Human Resources,UK,Level 2-4,5,1,1,8,10,0.8,6,10,4,9,2,181,8,1,1,low,F,8,8,6,8,6,7,2,3
10919,BINETTE,IT,Turkey,Level 2-4,5,1,1,10,10,0.8,6,7,5,9,6,254,7,1,1,low,F,6,9,6,8,3,6,1,5
10920,BIGGERSTAFF,Warehouse,US,Level 2-4,5,1,1,10,8,0.8,9,7,5,9,6,288,10,1,0,medium,M,8,7,9,8,1,7,9,7
10921,BERGLUND,Operations,UK,Level 2-4,5,1,1,8,10,0.8,8,8,5,9,6,245,8,1,1,low,M,1,8,8,6,2,5,1,1
10922,BELLER,Sales,UK,Level 2-4,5,1,1,8,9,0.8,9,9,5,9,5,252,7,1,0,low,M,1,8,10,7,1,5,2,3
10923,AUDET,IT,Korea,Level 2-4,5,0,1,10,10,0.8,6,7,4,8,4,293,8,1,1,low,M,2,9,9,7,2,6,2,1
10924,ARBUCKLE,Human Resources,Colombia,Level 2-4,5,0,1,8,10,0.8,8,7,5,8,5,253,10,1,1,low,M,3,8,7,8,1,5,2,2
10925,ALLAIN,IT,Korea,Level 2-4,5,1,1,9,8,0.8,8,9,4,10,6,245,9,1,1,low,F,9,9,7,6,6,7,2,3
10926,ALFANO,Warehouse,Colombia,Level 2-4,5,1,1,9,9,0.8,9,10,3,9,6,247,8,1,1,medium,M,3,8,10,7,4,6,2,1
10927,ZANDER,Operations,US,Level 2-4,5,1,1,7,10,0.8,7,8,3,9,5,274,8,1,1,low,M,2,9,8,7,2,6,2,3
10928,YOUNGMAN,Sales,Australia,Level 2-4,5,1,1,8,9,0.8,8,8,3,9,6,283,7,1,1,low,F,10,9,7,9,4,8,2,1
10929,WITTMAN,IT,UK,Level 2-4,5,1,1,9,9,0.8,8,9,4,9,6,286,10,1,0,low,F,6,7,6,8,6,7,2,1
10930,WEINTRAUB,Human Resources,Turkey,Level 2-4,5,1,1,8,10,0.8,8,7,5,8,5,257,9,1,1,low,M,1,9,10,8,3,6,1,5
10931,VANZANT,IT,China,Level 1,5,0,1,9,10,0.8,6,7,4,8,5,258,6,1,0,low,F,7,8,7,9,3,7,1,4
10932,VADEN,Warehouse,Turkey,Level 1,5,1,1,9,9,0.8,9,10,4,8,4,201,6,0,1,medium,F,7,10,9,10,6,8,6,8
10933,TWITTY,Operations,US,Level 1,5,1,1,8,9,0.8,8,7,4,9,3,231,8,0,1,low,M,8,10,10,9,5,8,7,8
10934,TRADER,Sales,Korea,Level 1,5,0,1,9,10,0.8,9,7,4,8,4,161,5,0,1,high,F,7,9,8,10,3,7,7,10
10935,TOON,Finance,Australia,Level 1,5,1,1,8,8,0.8,8,10,4,8,5,250,7,0,1,low,M,8,10,8,10,4,8,7,9
10936,TILL,Support,Australia,Level 1,5,0,1,10,10,0.8,8,7,5,8,4,169,3,0,1,low,F,8,7,10,9,4,8,7,9
10937,STOLLINGS,IT,US,Level 1,5,0,1,7,8,0.8,9,8,4,7,4,191,4,0,1,low,M,7,7,10,7,4,7,6,9
10938,STANDIFER,Warehouse,UK,Level 1,5,1,1,9,10,0.8,8,10,3,9,4,271,8,0,1,medium,F,10,7,10,9,6,8,9,9
10939,SPINNER,Operations,France,Level 1,5,1,1,8,9,0.8,8,9,3,9,5,271,4,0,1,low,M,10,8,10,9,3,8,7,8
10940,SINES,Sales,Australia,Level 1,5,1,1,9,9,0.8,7,9,3,10,4,224,5,0,1,low,M,10,10,7,10,4,8,8,9
10941,SHOPE,Finance,UK,Level 1,5,1,1,7,9,0.8,7,9,5,10,3,276,3,0,1,low,F,8,9,8,10,2,7,8,9
10942,SCALISE,Support,Turkey,Level 1,5,0,1,10,8,0.8,6,10,4,8,4,264,6,0,1,low,F,9,7,10,10,2,8,8,8
10943,SAVILLE,IT,Colombia,Level 1,5,0,1,8,9,0.8,6,10,5,10,5,185,7,0,1,low,M,9,9,9,9,4,8,8,9
10944,ROMANS,Warehouse,Colombia,Level 1,5,1,1,10,8,0.8,9,7,4,8,3,253,5,0,0,low,M,8,9,10,8,2,7,6,10
10945,POSADA,Operations,Australia,Level 1,5,1,1,7,8,0.8,6,10,4,8,3,155,7,0,1,low,F,9,10,7,9,6,8,7,9
10946,PISANO,Sales,China,Level 1,5,0,1,9,10,0.8,9,7,5,8,4,219,3,0,1,low,F,10,8,7,9,5,8,6,8
10947,OTTE,Finance,Australia,Level 1,5,1,1,9,10,0.8,8,10,5,8,3,204,5,0,1,medium,M,9,9,9,7,6,8,7,8
10948,NOLASCO,Support,UK,Level 1,5,1,1,9,9,0.8,9,8,5,8,4,196,5,0,0,low,F,9,7,8,9,4,7,9,10
10949,NAPOLI,IT,Colombia,Level 1,5,0,1,9,10,0.8,9,7,4,8,3,205,4,0,1,low,F,8,9,7,9,5,8,7,9
10950,MIER,Warehouse,Australia,Level 1,5,0,1,10,8,0.8,8,8,3,10,3,187,5,0,1,low,F,10,10,8,7,3,8,9,7
10951,MERKLE,Operations,China,Level 1,5,0,1,9,9,0.8,6,9,5,9,3,221,5,0,1,medium,F,10,10,10,10,5,9,9,9
10952,MENDIOLA,Sales,Korea,Level 1,5,1,1,9,8,0.8,7,9,4,8,5,143,8,0,0,medium,F,10,7,7,10,3,7,7,9
10953,MELCHER,Finance,Australia,Level 1,5,1,1,9,10,0.8,9,8,3,10,5,135,4,0,0,high,M,9,9,7,8,3,7,9,7
10954,MEJIAS,Support,Korea,Level 1,5,0,1,10,9,0.8,7,8,5,8,3,207,8,0,1,low,F,10,9,9,10,4,8,9,10
10955,MCMURRY,IT,Turkey,Level 1,5,0,1,7,8,0.8,8,8,4,8,3,245,6,0,0,low,F,7,10,8,7,5,7,6,10
10956,MCCALLA,Warehouse,Colombia,Level 1,5,0,1,10,8,0.8,8,10,5,9,5,257,8,0,1,low,F,7,9,10,9,6,8,6,7
10957,MARKOWITZ,Operations,Korea,Level 1,5,1,1,9,9,0.8,9,9,3,10,3,186,8,0,1,high,F,10,7,9,8,6,8,6,10
10958,MARINE,Sales,Japan,Level 1,5,0,1,9,10,0.8,6,7,4,9,5,246,3,0,1,low,M,7,8,7,8,2,6,6,7
10959,MANIS,Finance,Korea,Level 1,5,0,1,7,10,0.8,8,9,3,9,3,255,6,0,1,low,M,7,9,7,8,6,7,7,8
10960,MALLETTE,Support,US,Level 1,5,1,1,7,8,0.8,6,9,5,8,5,206,3,0,1,low,F,9,10,8,8,6,8,9,8
10961,MACFARLANE,IT,China,VP,1,1,0,6,2,0.8,6,5,1,4,3,178,17,0,0,medium,M,1,2,3,3,2,2,2,4
10962,LOUGH,Warehouse,Japan,Senior Director,1,0,0,4,1,0.8,2,6,2,4,5,274,20,1,0,low,F,2,4,4,2,2,3,2,1
10963,LOOPER,Operations,UK,Senior Director,1,1,0,5,1,0.8,2,6,1,3,3,269,16,1,0,low,F,1,2,4,2,3,2,3,3
10964,LANDIN,Sales,Korea,Senior Director,1,1,0,3,1,0.8,6,4,2,5,5,282,20,0,0,low,F,1,3,4,2,3,3,3,4
10965,KITTLE,Finance,Japan,Director,1,0,0,2,2,0.8,3,4,1,4,2,108,19,0,0,high,M,4,4,3,2,2,3,4,4
